vendorID,tpepPickupDateTime,tpepDropoffDateTime,passengerCount,tripDistance,puLocationId,doLocationId,startLon,startLat,endLon,endLat,rateCodeId,storeAndFwdFlag,paymentType,fareAmount,extra,mtaTax,improvementSurcharge,tipAmount,tollsAmount,totalAmount
VTS,2009-09-30T23:57:00.0000000,2009-10-01T00:03:00.0000000,1,1.85,,,-73.987637,40.753813,-74.005438,40.737587,,,CASH,6.5,0.5,,,0,0,7
CMT,2009-10-10T22:22:44.0000000,2009-10-10T22:24:19.0000000,1,0.4,,,-73.981807,40.768228,-73.981807,40.768228,,0,Cash,3.3,0,,,0,0,3.3
VTS,2009-09-30T23:56:00.0000000,2009-10-01T00:15:00.0000000,2,6.21,,,-73.993073,40.719902,-73.968638,40.692432,,,CASH,18.1,0.5,,,0,0,18.6
VTS,2009-10-05T08:11:00.0000000,2009-10-05T08:29:00.0000000,1,3.73,,,-73.975437,40.757657,-74.00992,40.72012,,,Credit,12.1,0,,,2,0,14.1
VTS,2009-09-30T23:52:00.0000000,2009-10-01T00:05:00.0000000,2,3.77,,,-73.976342,40.758473,-73.999303,40.713717,,,CASH,11.3,0.5,,,0,0,11.8
VTS,2009-10-21T12:11:00.0000000,2009-10-21T12:15:00.0000000,1,0.35,,,-73.988817,40.745435,-73.9904,40.741957,,,CASH,4.1,0,,,0,0,4.1
CMT,2009-09-30T23:46:40.0000000,2009-10-01T00:15:24.0000000,2,12.3,,,-73.992521,40.749381,-73.882434,40.853814,,0,Cash,30.5,0,,,0,0,30.5
CMT,2009-10-24T20:17:25.0000000,2009-10-24T20:25:32.0000000,4,1.4,,,-73.984797,40.742962,-73.970315,40.752363,,0,Cash,6.5,0.5,0,,0,0,7
VTS,2009-09-30T23:47:00.0000000,2009-10-01T00:10:00.0000000,1,6.1,,,-74.001055,40.731743,-73.924283,40.760375,,,CASH,17.7,0.5,,,0,0,18.2
CMT,2009-10-03T00:20:59.0000000,2009-10-03T00:34:38.0000000,1,2.4,,,-73.992416,40.724135,-73.975087,40.752677,,0,Credit,9.7,0,,,1.53,0,11.23
VTS,2009-09-30T23:54:00.0000000,2009-10-01T00:21:00.0000000,1,5.92,,,-74.013783,40.708208,-73.942768,40.663182,,,CASH,18.5,0.5,,,0,0,19
CMT,2009-10-11T21:00:51.0000000,2009-10-11T21:08:09.0000000,3,1.4,,,-74.007515,40.707238,-73.991248,40.71722,,0,Cash,6.1,0,,,0,0,6.1
CMT,2009-09-30T23:47:10.0000000,2009-10-01T00:00:42.0000000,1,2.4,,,-73.979238,40.785334,-73.95437,40.779714,,0,Credit,9.7,0,,,2.04,0,11.74
CMT,2009-10-03T19:09:17.0000000,2009-10-03T19:30:05.0000000,2,3.2,,,-73.977913,40.766323,-74.005419,40.7382,,0,Cash,12.9,0,,,0,0,12.9
CMT,2009-09-30T23:55:32.0000000,2009-10-01T00:02:14.0000000,1,3.2,,,-73.984037,40.72926,-73.954584,40.769664,,0,Cash,8.9,0,,,0,0,8.9
VTS,2009-10-29T08:55:00.0000000,2009-10-29T09:06:00.0000000,1,1.8,,,-73.990112,40.73178,-73.985185,40.752988,,,CASH,8.1,0,,,0,0,8.1
CMT,2009-09-30T23:55:05.0000000,2009-10-01T00:19:08.0000000,1,8.5,,,-73.984972,40.768023,-74.003649,40.682896,,0,Credit,22.1,0,,,8,0,30.1
DDS,2009-10-25T16:57:03.0000000,2009-10-25T17:02:48.0000000,2,1,,,-73.979976,40.742486,-73.970571,40.755599,,,CASH,5.3,0,,,0,0,5.3
CMT,2009-09-30T22:59:00.0000000,2009-10-01T07:16:50.0000000,1,0.7,,,-73.97141,40.760707,-73.907905,40.76934,,0,No Charge,2.5,0,,,0,0,2.5
CMT,2009-10-30T09:10:20.0000000,2009-10-30T09:23:37.0000000,1,1.9,,,-73.956996,40.778338,-73.978442,40.766692,,0,Credit,8.5,0,0,,2.12,0,10.62
VTS,2009-09-30T23:57:00.0000000,2009-10-01T00:06:00.0000000,2,2.14,,,-73.98892,40.758513,-73.984472,40.782285,,,CASH,8.1,0.5,,,0,0,8.6
VTS,2009-10-27T13:08:00.0000000,2009-10-27T13:24:00.0000000,1,4.21,,,-73.977207,40.746628,-73.939102,40.790977,,,CASH,13.7,0,,,0,0,13.7
CMT,2009-09-30T23:56:53.0000000,2009-10-01T00:04:51.0000000,3,1.7,,,-73.982298,40.73131,-73.997476,40.714113,,0,Cash,7.3,0,,,0,0,7.3
CMT,2009-10-07T19:30:34.0000000,2009-10-07T19:39:54.0000000,1,1.2,,,-73.977782,40.762321,-73.982107,40.778322,,0,Cash,6.9,0,,,0,0,6.9
CMT,2009-09-30T23:53:27.0000000,2009-10-01T00:13:53.0000000,1,2.9,,,-73.985856,40.731145,-74.016423,40.71658,,0,Credit,12.9,0,,,1.5,0,14.4
VTS,2009-10-29T20:34:00.0000000,2009-10-29T20:40:00.0000000,3,0.62,,,-73.965642,40.758707,-73.960377,40.75787,,,Credit,5.3,0.5,,,1.11,0,6.91
VTS,2009-09-30T23:55:00.0000000,2009-10-01T00:04:00.0000000,3,1.34,,,-73.986783,40.742788,-74.00507,40.751457,,,Credit,6.9,0.5,,,1,0,8.4
VTS,2009-10-16T09:40:00.0000000,2009-10-16T10:05:00.0000000,1,4.41,,,-73.970802,40.748467,-73.98149,40.784178,,,CASH,14.9,0,,,0,0,14.9
VTS,2009-09-30T23:44:00.0000000,2009-10-01T00:00:00.0000000,1,3.36,,,-73.96087,40.71603,-73.939237,40.694283,,,CASH,11.7,0.5,,,0,0,12.2
CMT,2009-10-30T20:14:03.0000000,2009-10-30T20:16:50.0000000,1,0.3,,,-73.999737,40.738471,-73.999587,40.733776,,0,Cash,3.7,0.5,0,,0,0,4.2
VTS,2009-09-30T23:59:00.0000000,2009-10-01T00:34:00.0000000,4,9.46,,,-74.000008,40.73779,-73.896437,40.740352,,,CASH,26.1,0.5,,,0,0,26.6
CMT,2009-10-25T19:59:29.0000000,2009-10-25T20:13:06.0000000,1,4.1,,,-73.965715,40.795404,-73.982796,40.747451,,0,Credit,11.7,0,0,,1.75,0,13.45
VTS,2009-09-30T23:57:00.0000000,2009-10-01T00:13:00.0000000,2,9.81,,,-73.990795,40.692238,-73.954365,40.784065,,,Credit,22.9,0.5,,,5.85,0,29.25
CMT,2009-10-04T21:48:50.0000000,2009-10-04T21:54:38.0000000,1,1.5,,,-73.991804,40.749492,-73.986775,40.734278,,0,Credit,5.7,0,,,1,0,6.7
VTS,2009-10-04T00:18:00.0000000,2009-10-04T00:23:00.0000000,2,1.18,,,-73.991698,40.754702,-73.981262,40.744123,,,CASH,5.3,0.5,,,0,0,5.8
VTS,2009-10-02T22:03:00.0000000,2009-10-02T22:18:00.0000000,1,2.84,,,-73.99191,40.749987,-73.996942,40.720305,,,CASH,10.1,0.5,,,0,0,10.6
VTS,2009-10-22T21:42:00.0000000,2009-10-22T21:45:00.0000000,1,0.69,,,-73.9978,40.746677,-74.003998,40.752578,,,CASH,3.7,0.5,,,0,0,4.2
CMT,2009-10-19T19:15:15.0000000,2009-10-19T19:38:36.0000000,1,3.8,,,-73.991387,40.749673,-73.952931,40.783375,,0,Credit,14.9,1,0,,4,0,19.9
VTS,2009-10-31T18:55:00.0000000,2009-10-31T19:05:00.0000000,1,2.06,,,-74.004178,40.714112,-74.00616,40.739818,,,Credit,7.7,0,,,1,0,8.7
VTS,2009-10-21T12:56:00.0000000,2009-10-21T13:00:00.0000000,5,0.77,,,-74.01585,40.705985,-74.005558,40.715353,,,CASH,4.5,0,,,0,0,4.5
CMT,2009-10-31T16:43:21.0000000,2009-10-31T16:47:43.0000000,1,1.5,,,-73.972504,40.749799,-73.98091,40.732442,,0,Cash,5.7,0,0,,0,0,5.7
CMT,2009-10-17T15:45:20.0000000,2009-10-17T15:54:13.0000000,1,2.1,,,-73.980495,40.751378,-73.960697,40.778348,,0,Cash,7.7,0,,,0,0,7.7
VTS,2009-10-03T04:15:00.0000000,2009-10-03T04:22:00.0000000,1,1.51,,,-73.885985,40.827105,-73.885985,40.827105,,,CASH,6.9,0.5,,,0,0,7.4
CMT,2009-10-31T11:22:43.0000000,2009-10-31T11:35:09.0000000,1,2.5,,,-74.001113,40.741724,-73.972945,40.756076,,0,Cash,9.3,0,0,,0,0,9.3
CMT,2009-10-26T23:41:20.0000000,2009-10-26T23:50:23.0000000,1,1.4,,,-74.003578,40.723939,-74.011628,40.707978,,0,Credit,6.9,0.5,0,,1.11,0,8.51
CMT,2009-10-21T23:48:27.0000000,2009-10-22T00:02:32.0000000,1,4.9,,,-73.993203,40.727791,-73.947891,40.780437,,0,Cash,13.3,0.5,0,,0,0,13.8
CMT,2009-10-25T21:21:19.0000000,2009-10-25T21:29:52.0000000,1,2.7,,,-73.95629,40.771597,-73.985501,40.748413,,0,Cash,8.9,0.5,0,,0,0,9.4
VTS,2009-10-28T13:31:00.0000000,2009-10-28T13:39:00.0000000,1,0.99,,,-73.993543,40.692938,-73.993678,40.683227,,,CASH,5.7,0,,,0,0,5.7
CMT,2009-10-24T18:37:30.0000000,2009-10-24T18:49:56.0000000,1,2.7,,,-73.964847,40.75983,-73.98751,40.72869,,0,Cash,9.3,0,0,,0,0,9.3
CMT,2009-10-04T13:11:30.0000000,2009-10-04T13:23:57.0000000,1,1.7,,,-73.997158,40.723973,-74.007501,40.740897,,0,Cash,8.1,0,,,0,0,8.1
CMT,2009-10-15T15:07:42.0000000,2009-10-15T15:18:13.0000000,1,1.6,,,-73.979029,40.785463,-73.961113,40.796822,,0,Cash,7.7,0,,,0,0,7.7
CMT,2009-10-02T22:59:18.0000000,2009-10-02T23:10:06.0000000,1,3,,,-73.984741,40.76416,-73.96826,40.80235,,0,Credit,9.3,0,,,1.2,0,10.5
VTS,2009-10-22T23:13:00.0000000,2009-10-22T23:20:00.0000000,1,1.68,,,-74.002332,40.739883,-73.979718,40.743225,,,CASH,6.5,0.5,,,0,0,7
VTS,2009-10-18T12:09:00.0000000,2009-10-18T12:25:00.0000000,1,1.99,,,-73.965172,40.79109,-73.953742,40.771893,,,CASH,10.1,0,,,0,0,10.1
CMT,2009-10-23T11:35:23.0000000,2009-10-23T11:38:18.0000000,1,1,,,-73.940454,40.765452,-73.950576,40.75292,,0,No Charge,4.5,0,0,,0,0,4.5
CMT,2009-10-05T18:40:06.0000000,2009-10-05T18:47:07.0000000,1,1.5,,,-73.983668,40.746881,-73.970495,40.760903,,0,Cash,6.5,0,,,0,0,6.5
CMT,2009-10-09T06:17:31.0000000,2009-10-09T06:26:46.0000000,2,2.5,,,-74.009163,40.71681,-73.994768,40.750292,,0,Cash,8.9,0,,,0,0,8.9
VTS,2009-10-10T10:43:00.0000000,2009-10-10T10:45:00.0000000,1,0.5,,,-73.989338,40.767985,-73.984827,40.774185,,,CASH,3.3,0,,,0,0,3.3
CMT,2009-10-08T22:48:41.0000000,2009-10-08T23:03:13.0000000,2,3.5,,,-73.981414,40.765471,-73.933768,40.762766,,0,Credit,11.7,0,,,0,0,11.7
VTS,2009-10-15T07:45:00.0000000,2009-10-15T07:49:00.0000000,1,0.49,,,-74.00552,40.719053,-74.00127,40.724137,,,Credit,4.1,0,,,1.5,0,5.6
CMT,2009-10-05T11:53:36.0000000,2009-10-05T12:06:52.0000000,1,2.7,,,-73.986329,40.749245,-74.004989,40.725594,,0,Credit,9.7,0,,,0,0,9.7
CMT,2009-10-12T13:11:02.0000000,2009-10-12T13:17:50.0000000,1,1.3,,,-73.999798,40.721616,-73.989711,40.733883,,0,Cash,6.1,0,,,0,0,6.1
CMT,2009-10-13T13:53:31.0000000,2009-10-13T13:59:31.0000000,1,0.7,,,-73.962549,40.758794,-73.967446,40.756291,,0,Cash,5.3,0,,,0,0,5.3
VTS,2009-10-03T02:13:00.0000000,2009-10-03T02:25:00.0000000,1,0.39,,,-73.985772,40.758722,-73.977493,40.713342,,,CASH,11.7,0.5,,,0,0,12.2
CMT,2009-10-24T19:40:09.0000000,2009-10-24T20:14:07.0000000,2,6.7,,,-73.95405,40.790084,-74.00375,40.73577,,0,Cash,20.5,0,0,,0,0,20.5
VTS,2009-10-17T18:14:00.0000000,2009-10-17T18:27:00.0000000,2,1.74,,,-73.987497,40.776107,-73.963112,40.765418,,,CASH,8.5,0,,,0,0,8.5
CMT,2009-10-18T19:11:01.0000000,2009-10-18T19:18:01.0000000,1,1.4,,,-73.988025,40.754486,-73.996057,40.745143,,0,Cash,6.1,0,,,0,0,6.1
DDS,2009-10-27T11:04:48.0000000,2009-10-27T11:43:10.0000000,1,10.7,,,-73.862859,40.769106,-73.971069,40.7582,,,CREDIT,26.9,0,,,5.35,4.57,36.82
VTS,2009-10-16T14:15:00.0000000,2009-10-16T14:21:00.0000000,2,0.97,,,-73.98889,40.737355,-74.00355,40.744237,,,CASH,5.7,0,,,0,0,5.7
CMT,2009-10-12T21:04:29.0000000,2009-10-12T21:17:42.0000000,1,2.9,,,-73.979403,40.766358,-73.981522,40.734319,,0,Credit,10.1,0,,,2,0,12.1
CMT,2009-10-23T21:45:21.0000000,2009-10-23T21:57:52.0000000,1,2.9,,,-73.988661,40.774049,-73.972397,40.746706,,0,Credit,9.7,0.5,0,,1.53,0,11.73
VTS,2009-10-24T11:12:00.0000000,2009-10-24T11:23:00.0000000,5,6.17,,,-73.917898,40.743238,-73.991562,40.701127,,,CASH,15.3,0,,,0,0,15.3
CMT,2009-10-03T21:42:26.0000000,2009-10-03T21:50:58.0000000,2,1.1,,,-73.978064,40.752236,-73.992606,40.748135,,0,Credit,6.5,0,,,1.75,0,8.25
VTS,2009-10-17T19:00:00.0000000,2009-10-17T19:01:00.0000000,1,0.41,,,-73.975503,40.787012,-73.971858,40.79212,,,CASH,3.3,0,,,0,0,3.3
VTS,2009-10-14T18:47:00.0000000,2009-10-14T19:03:00.0000000,4,2.93,,,-73.966073,40.758078,-74.003025,40.747307,,,Credit,11.3,1,,,2,0,14.3
VTS,2009-10-04T19:35:00.0000000,2009-10-04T19:42:00.0000000,1,1.29,,,-73.974793,40.779908,-73.976967,40.791918,,,Credit,6.1,0,,,2,0,8.1
VTS,2009-10-30T11:36:00.0000000,2009-10-30T12:05:00.0000000,1,3.67,,,-73.989295,40.777732,-73.974635,40.742018,,,CASH,16.1,0,,,0,0,16.1
VTS,2009-10-15T07:54:00.0000000,2009-10-15T07:59:00.0000000,1,0.74,,,-73.989128,40.757163,-73.977033,40.752008,,,Credit,4.5,0,,,2,0,6.5
CMT,2009-10-08T22:45:07.0000000,2009-10-08T23:16:12.0000000,1,6.5,,,-73.997721,40.735922,-73.963453,40.675684,,0,Cash,21.3,0,,,0,0,21.3
DDS,2009-10-25T18:23:49.0000000,2009-10-25T18:30:25.0000000,2,1.1,,,-73.970477,40.783887,-73.982084,40.775241,,,CREDIT,5.7,0,,,1,0,6.7
CMT,2009-10-26T16:48:48.0000000,2009-10-26T17:45:04.0000000,1,19.4,,,-73.790544,40.643506,-74.005142,40.719071,,0,Credit,45,0,0,,7.43,4.57,57
VTS,2009-10-24T15:05:00.0000000,2009-10-24T15:09:00.0000000,1,0.62,,,-73.959735,40.808615,-73.963797,40.808025,,,CASH,4.5,0,,,0,0,4.5
VTS,2009-10-19T21:04:00.0000000,2009-10-19T21:52:00.0000000,1,15.94,,,-73.960423,40.766065,-73.89679,40.630822,,,CASH,39.3,0.5,,,0,0,39.8
DDS,2009-10-14T15:16:29.0000000,2009-10-14T15:47:49.0000000,1,10.4,,,-73.978507,40.761877,-73.872524,40.774344,,,CREDIT,26.1,0,,,5.2,4.57,35.87
CMT,2009-10-23T11:13:34.0000000,2009-10-23T11:37:19.0000000,1,6.4,,,-73.969636,40.797931,-73.99762,40.730044,,0,Cash,18.5,0,0,,0,0,18.5
VTS,2009-10-06T17:46:00.0000000,2009-10-06T18:04:00.0000000,1,5.91,,,-74.006093,40.706368,-73.967297,40.763848,,,CASH,15.3,1,,,0,0,16.3
CMT,2009-10-17T02:10:10.0000000,2009-10-17T02:10:14.0000000,1,0,,,-73.980513,40.754041,-73.980513,40.754041,,0,Credit,45,0,,,5,0,50
VTS,2009-10-25T19:59:00.0000000,2009-10-25T20:09:00.0000000,1,2.23,,,-73.965867,40.804513,-73.987608,40.78022,,,CASH,8.5,0,,,0,0,8.5
CMT,2009-10-12T17:37:28.0000000,2009-10-12T17:57:54.0000000,1,4.5,,,-73.98975,40.735543,-73.952354,40.718242,,0,Cash,14.9,0,,,0,0,14.9
CMT,2009-10-09T11:50:23.0000000,2009-10-09T12:34:57.0000000,1,10.6,,,-73.975576,40.751527,-73.87296,40.774418,,0,Credit,24.9,0,,,6.08,5.5,36.48
CMT,2009-10-22T23:32:35.0000000,2009-10-22T23:39:48.0000000,1,1.4,,,-74.007106,40.723734,-73.988179,40.722718,,0,Credit,6.5,0.5,0,,1.05,0,8.05
CMT,2009-10-02T19:33:07.0000000,2009-10-02T19:39:51.0000000,1,0.7,,,-73.970177,40.752769,-73.97801,40.745788,,0,Cash,5.3,0,,,0,0,5.3
VTS,2009-10-15T10:50:00.0000000,2009-10-15T10:57:00.0000000,1,0.73,,,-73.959935,40.779265,-73.963507,40.771018,,,CASH,5.7,0,,,0,0,5.7
VTS,2009-10-25T18:45:00.0000000,2009-10-25T18:49:00.0000000,2,1.19,,,-73.964397,40.756528,-73.953368,40.771418,,,CASH,5.3,0,,,0,0,5.3
CMT,2009-10-16T12:57:25.0000000,2009-10-16T13:10:25.0000000,1,1.7,,,-73.985616,40.738756,-73.991436,40.726959,,0,Credit,8.5,0,,,1.7,0,10.2
CMT,2009-10-30T14:11:45.0000000,2009-10-30T14:31:25.0000000,1,2.9,,,-73.974599,40.763392,-74.005446,40.741132,,0,Cash,11.7,0,0,,0,0,11.7
CMT,2009-10-15T16:30:43.0000000,2009-10-15T16:38:46.0000000,1,1.3,,,-73.982133,40.75241,-73.998407,40.745327,,0,Cash,6.5,0,,,0,0,6.5
VTS,2009-10-17T10:56:00.0000000,2009-10-17T11:04:00.0000000,1,1.85,,,-73.990712,40.757755,-73.984793,40.739438,,,CASH,7.3,0,,,0,0,7.3
CMT,2009-10-11T19:37:37.0000000,2009-10-11T19:48:40.0000000,1,3,,,-73.987941,40.719609,-73.973527,40.754557,,0,Credit,9.7,0,,,1,0,10.7
DDS,2009-10-25T17:53:02.0000000,2009-10-25T18:06:18.0000000,1,2.7,,,-73.986869,40.746899,-74.010155,40.71992,,,CASH,9.3,0,,,0,0,9.3
CMT,2009-10-09T14:38:24.0000000,2009-10-09T14:45:11.0000000,2,1,,,-73.960862,40.760518,-73.963529,40.771157,,0,Cash,5.7,0,,,0,0,5.7
VTS,2009-10-18T19:46:00.0000000,2009-10-18T19:50:00.0000000,1,0.85,,,-73.95773,40.779695,-73.970175,40.784218,,,Credit,4.5,0,,,1,0,5.5
VTS,2009-10-18T21:20:00.0000000,2009-10-18T21:30:00.0000000,2,2.48,,,-73.997357,40.736555,-73.969517,40.75206,,,CASH,8.5,0.5,,,0,0,9
VTS,2009-10-17T22:48:00.0000000,2009-10-17T23:06:00.0000000,1,1.27,,,-74.00121,40.736768,-73.983955,40.73103,,,CASH,9.3,0.5,,,0,0,9.8
CMT,2009-10-02T11:10:42.0000000,2009-10-02T11:28:50.0000000,1,10.1,,,-73.973637,40.760395,-73.870548,40.773772,,0,Cash,23.7,0,,,0,5.5,29.2
VTS,2009-10-05T21:06:00.0000000,2009-10-05T21:14:00.0000000,1,1.3,,,-73.991425,40.72971,-74.001008,40.742245,,,Credit,6.1,0.5,,,2,0,8.6
VTS,2009-10-04T16:01:00.0000000,2009-10-04T16:07:00.0000000,1,0.96,,,-73.950058,40.771962,-73.959698,40.761908,,,CASH,5.3,0,,,0,0,5.3
VTS,2009-10-14T23:29:00.0000000,2009-10-14T23:44:00.0000000,2,3.93,,,-73.984665,40.754453,-74.010548,40.708913,,,Credit,12.1,0.5,,,3,0,15.6
VTS,2009-10-04T13:23:00.0000000,2009-10-04T13:26:00.0000000,1,0.29,,,-73.955865,40.77358,-73.951195,40.771818,,,CASH,3.3,0,,,0,0,3.3
VTS,2009-10-19T07:44:00.0000000,2009-10-19T07:53:00.0000000,2,1.62,,,-73.956563,40.763243,-73.974468,40.754107,,,CASH,6.5,0,,,0,0,6.5
VTS,2009-10-05T18:11:00.0000000,2009-10-05T18:18:00.0000000,5,1.16,,,-74.00007,40.739135,-73.992518,40.728725,,,Credit,6.1,1,,,2,0,9.1
VTS,2009-10-07T13:39:00.0000000,2009-10-07T13:50:00.0000000,5,0.72,,,-73.985925,40.757913,-73.9769,40.760535,,,CASH,6.9,0,,,0,0,6.9
CMT,2009-10-15T18:29:24.0000000,2009-10-15T18:37:50.0000000,1,1.1,,,-73.987708,40.737455,-73.976955,40.751563,,0,Cash,6.1,0,,,0,0,6.1
CMT,2009-10-03T19:14:32.0000000,2009-10-03T19:25:14.0000000,1,1.5,,,0,0,0,0,,0,Cash,7.7,0,,,0,0,7.7
VTS,2009-10-05T17:08:00.0000000,2009-10-05T17:12:00.0000000,5,0.95,,,-73.981838,40.751132,-73.99194,40.741247,,,Credit,4.5,1,,,1,0,6.5
CMT,2009-10-01T00:57:44.0000000,2009-10-01T01:01:58.0000000,1,1.8,,,-73.970427,40.75637,-73.953142,40.780037,,0,Credit,6.1,0,,,1,0,7.1
CMT,2009-10-23T23:41:31.0000000,2009-10-23T23:48:48.0000000,1,1.5,,,-73.969159,40.785677,-73.971025,40.800836,,0,Cash,6.5,0.5,0,,0,0,7
VTS,2009-10-01T21:16:00.0000000,2009-10-01T21:34:00.0000000,3,3.46,,,-74.011598,40.704035,-74.003093,40.740007,,,Credit,12.9,0.5,,,1.6,0,15
CMT,2009-10-08T11:10:25.0000000,2009-10-08T11:22:00.0000000,1,2.5,,,-73.986854,40.733861,-74.013757,40.717573,,0,Cash,9.3,0,,,0,0,9.3
VTS,2009-10-05T17:48:00.0000000,2009-10-05T17:51:00.0000000,1,0.45,,,-73.968422,40.762845,-73.967558,40.758397,,,CASH,3.7,1,,,0,0,4.7
CMT,2009-10-29T17:26:09.0000000,2009-10-29T17:56:00.0000000,4,5.9,,,-74.012914,40.705065,-73.988897,40.749692,,0,Cash,20.1,1,0,,0,0,21.1
VTS,2009-10-28T11:37:00.0000000,2009-10-28T11:42:00.0000000,5,0.72,,,-73.993523,40.732978,-74.001362,40.728837,,,CASH,4.5,0,,,0,0,4.5
VTS,2009-10-08T18:04:00.0000000,2009-10-08T18:21:00.0000000,1,2.83,,,-73.921153,40.62883,-73.921153,40.62883,,,CASH,10.9,1,,,0,0,11.9
VTS,2009-10-18T23:07:00.0000000,2009-10-18T23:13:00.0000000,1,2.37,,,-73.96251,40.710017,-73.992537,40.715302,,,Credit,7.7,0.5,,,2,0,10.2
CMT,2009-10-02T08:04:52.0000000,2009-10-02T08:09:25.0000000,1,0.6,,,-73.955515,40.768439,-73.961457,40.774175,,0,Cash,4.5,0,,,0,0,4.5
VTS,2009-10-24T21:27:00.0000000,2009-10-24T21:50:00.0000000,1,2.34,,,-73.992003,40.725582,-73.991723,40.749838,,,CASH,12.5,0.5,,,0,0,13
VTS,2009-10-27T08:33:00.0000000,2009-10-27T08:45:00.0000000,2,3.11,,,-74.005132,40.718843,-73.978557,40.752497,,,CASH,9.7,0,,,0,0,9.7
VTS,2009-10-04T07:58:00.0000000,2009-10-04T08:16:00.0000000,1,15.71,,,-74.03071,40.632665,-74.024185,40.631168,,,CASH,33.7,0,,,0,0,33.7
CMT,2009-10-30T21:34:40.0000000,2009-10-30T21:39:09.0000000,1,1.3,,,-74.005125,40.747985,-73.996126,40.76249,,0,Cash,5.3,0.5,0,,0,0,5.8
DDS,2009-10-22T12:24:02.0000000,2009-10-22T12:49:49.0000000,1,2.3,,,-73.991275,40.752603,-73.982202,40.75289,,,CASH,12.9,0,,,0,0,12.9
CMT,2009-10-18T09:28:11.0000000,2009-10-18T09:34:20.0000000,1,2.4,,,-73.956853,40.775209,-73.939009,40.805049,,0,Cash,7.3,0,,,0,0,7.3
CMT,2009-10-25T00:21:35.0000000,2009-10-25T00:28:40.0000000,1,2.4,,,-73.977478,40.746496,-73.955115,40.777371,,0,Credit,7.7,0.5,0,,1.23,0,9.43
VTS,2009-10-11T23:51:00.0000000,2009-10-12T00:04:00.0000000,1,3.65,,,-73.993925,40.720488,-73.98227,40.759755,,,Credit,11.3,0.5,,,2,0,13.8
CMT,2009-10-10T02:41:34.0000000,2009-10-10T02:48:16.0000000,1,2.1,,,-73.960006,40.710752,-73.980445,40.726135,,0,Credit,7.3,0,,,1.56,0,8.86
CMT,2009-10-20T13:12:27.0000000,2009-10-20T13:24:37.0000000,1,1.5,,,-73.975091,40.742155,-73.978661,40.7561,,0,Credit,8.1,0,0,,0.9,0,9
CMT,2009-10-15T12:17:42.0000000,2009-10-15T12:30:43.0000000,1,2,,,-73.97467,40.742039,-73.970548,40.765182,,0,Cash,8.9,0,,,0,0,8.9
CMT,2009-10-21T07:14:19.0000000,2009-10-21T07:20:43.0000000,4,1.3,,,-73.994161,40.751196,-73.989338,40.766296,,0,Cash,5.7,0,0,,0,0,5.7
VTS,2009-10-28T11:26:00.0000000,2009-10-28T11:40:00.0000000,5,1.38,,,-73.97779,40.768867,-73.964988,40.772575,,,CASH,8.1,0,,,0,0,8.1
VTS,2009-10-10T11:23:00.0000000,2009-10-10T11:37:00.0000000,1,2.82,,,-73.994087,40.728562,-74.00176,40.755977,,,Credit,10.1,0,,,3,0,13.1
VTS,2009-10-28T04:42:00.0000000,2009-10-28T04:53:00.0000000,1,4.64,,,-73.924695,40.761707,-73.916563,40.810183,,,CASH,12.1,0.5,,,0,4.57,17.17
VTS,2009-10-17T09:46:00.0000000,2009-10-17T09:53:00.0000000,1,1.57,,,-73.960032,40.769957,-73.96319,40.781953,,,Credit,6.5,0,,,1,0,7.5
VTS,2009-10-27T20:21:00.0000000,2009-10-27T20:29:00.0000000,5,1.39,,,-73.987193,40.752273,-74.001782,40.740677,,,CASH,6.1,0.5,,,0,0,6.6
VTS,2009-10-29T16:19:00.0000000,2009-10-29T16:33:00.0000000,1,1.77,,,-73.96326,40.793585,-73.979705,40.77112,,,CASH,9.3,1,,,0,0,10.3
VTS,2009-10-20T08:15:00.0000000,2009-10-20T08:21:00.0000000,5,0.89,,,-73.969563,40.753747,-73.983017,40.756697,,,CASH,4.9,0,,,0,0,4.9
CMT,2009-10-06T06:37:39.0000000,2009-10-06T06:41:11.0000000,1,1.2,,,-73.991048,40.766069,-73.993337,40.752044,,0,Credit,4.9,0,,,1.11,0,6.01
VTS,2009-10-28T10:46:00.0000000,2009-10-28T10:55:00.0000000,1,1.19,,,-73.974643,40.759112,-73.983062,40.744837,,,CASH,6.5,0,,,0,0,6.5
CMT,2009-10-08T12:39:18.0000000,2009-10-08T13:02:14.0000000,4,3.2,,,-73.966233,40.789644,-73.961225,40.780529,,0,Cash,13.7,0,,,0,0,13.7
VTS,2009-10-08T08:39:00.0000000,2009-10-08T08:50:00.0000000,3,1.68,,,-73.953007,40.771933,-73.96952,40.761447,,,CASH,7.3,0,,,0,0,7.3
CMT,2009-10-30T09:03:40.0000000,2009-10-30T09:12:28.0000000,1,1.2,,,-73.966924,40.752945,-73.969368,40.766094,,0,Cash,6.5,0,0,,0,0,6.5
CMT,2009-10-07T17:21:44.0000000,2009-10-07T17:47:03.0000000,1,2.9,,,-73.995674,40.726608,-74.004533,40.751146,,0,Cash,14.5,0,,,0,0,14.5
VTS,2009-10-09T19:38:00.0000000,2009-10-09T19:46:00.0000000,1,1.94,,,-73.986007,40.740607,-73.967757,40.76013,,,CASH,7.3,1,,,0,0,8.3
CMT,2009-10-05T18:16:16.0000000,2009-10-05T18:20:51.0000000,2,0.7,,,-73.973472,40.784571,-73.982403,40.779684,,0,Cash,4.5,0,,,0,0,4.5
